id,uri,title,artists,year,rank,tempo,time_signature,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,loudness,valence
7EjyzZcbLxW7PaaLua9Ksb,spotify:track:7EjyzZcbLxW7PaaLua9Ksb,"""Surfin' Bird""",The Trashmen,1964,76,101.237,4,137133,B,minor,0.0149,0.564,0.959,0.631,-13.125,0.829
01IpNtCBRCrPj91rgARPl3,spotify:track:01IpNtCBRCrPj91rgARPl3,"""What Kind of Fool (Do You Think I Am)""",The Tams,1964,77,120.247,4,116560,G,minor,0.186,0.74,0.386,0,-13.701,0.886
45tNymiGXb2afxk7opDlmA,spotify:track:45tNymiGXb2afxk7opDlmA,"""The Door Is Still Open to My Heart""",Dean Martin,1964,78,84.686,4,171987,D#/Eb,major,0.702,0.236,0.429,0.000106,-13.576,0.356
29SyMC0plk6qw8NMF7lfRL,spotify:track:29SyMC0plk6qw8NMF7lfRL,"""You Really Got Me""",The Kinks,1964,79,137.382,4,134253,G#/Ab,major,0.493,0.573,0.939,0,-6.441,0.963
1959PESdlKUTrT3Tx8wXkq,spotify:track:1959PESdlKUTrT3Tx8wXkq,"""The Shelter of Your Arms""",Sammy Davis Jr.,1964,80,101.248,4,172133,E,major,0.666,0.536,0.331,0,-11.418,0.356
4lvd9RUYyT5BGG1URmeUJz,spotify:track:4lvd9RUYyT5BGG1URmeUJz,"""I Wanna Love Him So Bad""",The Jelly Beans,1964,82,121.899,4,167573,C#/Db,major,0.433,0.512,0.604,1.86e-06,-6.008,0.564
20iH1uibQIUqNFk3wzG7AG,spotify:track:20iH1uibQIUqNFk3wzG7AG,"""Dang Me""",Roger Miller,1964,83,197.325,4,102400,A,major,0.705,0.564,0.378,0.000716,-14.468,0.687
6vOJGIYpiEgYh4Vjx47c4w,spotify:track:6vOJGIYpiEgYh4Vjx47c4w,"""Cotton Candy""",Al Hirt,1964,84,148.156,4,134200,D#/Eb,major,0.394,0.675,0.671,0.941,-11.626,0.966
4OncTbCLRRozq30FZfx2Tc,spotify:track:4OncTbCLRRozq30FZfx2Tc,"""Money (That's What I Want)""",The Kingsmen,1964,86,135.905,4,139546,B,major,0.747,0.549,0.706,0.00889,-10.06,0.975
2ttQvh0eChNCF4JCBjH0li,spotify:track:2ttQvh0eChNCF4JCBjH0li,"""Hi-Heel Sneakers""",Tommy Tucker,1964,88,81.444,4,173027,C,major,0.548,0.56,0.455,0.00272,-9.559,0.52
601a0vnyLYe7pzLKVjKSha,spotify:track:601a0vnyLYe7pzLKVjKSha,"""How Do You Do It?""",Gerry and the Pacemakers,1964,89,142.266,4,114987,A,major,0.36,0.617,0.711,1.59e-06,-6.433,0.963
3qjl89Zx45QpRL0o6wTvDM,spotify:track:3qjl89Zx45QpRL0o6wTvDM,"""Do You Love Me""",The Dave Clark Five,1964,91,140.912,4,163653,D,major,0.00139,0.432,0.913,0,-7.793,0.917
4CIUnCovHwKniGIANzXgt2,spotify:track:4CIUnCovHwKniGIANzXgt2,"""Shangri-La""",Robert Maxwell,1964,92,181.71,3,123703,C,minor,0.905,0.171,0.42,0.358,-10.715,0.23
77dBhsboEbsoO8heaoHlJ8,spotify:track:77dBhsboEbsoO8heaoHlJ8,"""Haunted House""",Jumpin' Gene Simmons,1964,93,193.171,4,156907,A,major,0.639,0.605,0.632,4.86e-05,-6.338,0.98
1tG3zCppK6MN013nd36B3E,spotify:track:1tG3zCppK6MN013nd36B3E,"""Steal Away""",Jimmy Hughes,1964,94,93.848,3,147427,E,major,0.54,0.583,0.508,0.00175,-5.952,0.499
3KiexfmhxHvG5IgAElmTkd,spotify:track:3KiexfmhxHvG5IgAElmTkd,"""I Saw Her Standing There""",The Beatles,1964,95,160.109,4,173947,E,major,0.27,0.491,0.801,0,-9.835,0.971
78Uz5O2o00RpnNNlvOMl7K,spotify:track:78Uz5O2o00RpnNNlvOMl7K,"""A Fool Never Learns""",Andy Williams,1964,96,98.348,4,121787,F,major,0.778,0.542,0.706,1.21e-05,-9.038,0.755
5fSMV4bZ7qaSIdvUMlxDpR,spotify:track:5fSMV4bZ7qaSIdvUMlxDpR,"""Bad to Me""",Billy J. Kramer & The Dakotas,1964,97,127.2,4,141173,D,major,0.673,0.644,0.58,0,-7.744,0.788
0iA3xXSkSCiJywKyo1UKjQ,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,"""Louie Louie""",The Kingsmen,1964,99,122.394,4,165381,C#/Db,minor,0.102,0.623,0.709,0,-9.818,0.948
0zABw1PtGYHsU4VDpDZsra,spotify:track:0zABw1PtGYHsU4VDpDZsra,"""Needles and Pins""",The Searchers,1964,100,124.287,4,131360,A,major,0.0546,0.565,0.953,2.95e-05,-6.504,0.887
2XkuSbp5say8nZW8g6156Z,spotify:track:2XkuSbp5say8nZW8g6156Z,"""Wooly Bully""",Sam the Sham and the Pharaohs,1965,1,140.601,4,140867,G,major,0.713,0.582,0.575,3.66e-06,-11.89,0.558
0WnmNS9jcMUkZ3jzoZENSB,spotify:track:0WnmNS9jcMUkZ3jzoZENSB,"""(I Can't Get No) Satisfaction""",The Rolling Stones,1965,3,130.781,4,239749,E,major,0.00119,0.677,0.656,0.000265,-7.977,0.826
36ckFm0oicmvX8bWEErIHd,spotify:track:36ckFm0oicmvX8bWEErIHd,"""You Were on My Mind""",We Five,1965,4,143.259,4,155960,C#/Db,minor,0.554,0.507,0.56,0,-8.118,0.645
7GzisMgxLZgCi0Ed3yTw9y,spotify:track:7GzisMgxLZgCi0Ed3yTw9y,"""You've Lost That Lovin' Feelin'""",The Righteous Brothers,1965,5,94.506,4,424227,B,major,0.855,0.34,0.402,0.00939,-12.943,0.57
0ZQ6ckgerHYM5mOUxTl99Q,spotify:track:0ZQ6ckgerHYM5mOUxTl99Q,"""Downtown""",Petula Clark,1965,6,117.409,4,187760,E,major,0.78,0.48,0.689,0,-7.921,0.596
7DD7eSuYSC5xk2ArU62esN,spotify:track:7DD7eSuYSC5xk2ArU62esN,"""Help!""",The Beatles,1965,7,95.003,4,139560,F#/Gb,minor,0.188,0.534,0.725,0,-7.576,0.763
1Vzr9AOdHw65UHoK1Vuxls,spotify:track:1Vzr9AOdHw65UHoK1Vuxls,"""Crying in the Chapel""",Elvis Presley,1965,9,71.274,4,143267,B,major,0.94,0.404,0.246,3e-05,-13.812,0.281
745H5CctFr12Mo7cqa1BMH,spotify:track:745H5CctFr12Mo7cqa1BMH,"""My Girl""",The Temptations,1965,10,104.566,4,165000,C,major,0.635,0.572,0.418,0,-10.738,0.694
3haZcHm3HydDVxm3je3Zmg,spotify:track:3haZcHm3HydDVxm3je3Zmg,"""Help Me, Rhonda""",The Beach Boys,1965,11,139.739,4,168240,C#/Db,major,0.311,0.544,0.748,0.000716,-6.243,0.825
3XG7bMVcMWLIn2k9jLAaAt,spotify:track:3XG7bMVcMWLIn2k9jLAaAt,"""King of the Road""",Roger Miller,1965,12,117.996,4,147307,B,major,0.717,0.67,0.272,0,-13.699,0.613
1ku1Ld7gd76GPxOphoQiR6,spotify:track:1ku1Ld7gd76GPxOphoQiR6,"""The Birds and the Bees""",Jewel Akens,1965,13,105.562,4,129245,A#/Bb,minor,0.585,0.849,0.521,0,-7.746,0.905
5XPwkZ7vNxeidpNLAkwtFp,spotify:track:5XPwkZ7vNxeidpNLAkwtFp,"""Hold Me, Thrill Me, Kiss Me""",Mel Carter,1965,14,73.613,4,149533,C#/Db,minor,0.745,0.463,0.555,0,-6.43,0.515
6VzM9C7CXyn1BQdgTJVqDx,spotify:track:6VzM9C7CXyn1BQdgTJVqDx,"""Shotgun""",Junior Walker & the All Stars,1965,15,120.983,4,176627,C#/Db,major,0.155,0.751,0.683,7.85e-06,-5.771,0.631
4SGBuq37Ol4HJr7pQqFMKa,spotify:track:4SGBuq37Ol4HJr7pQqFMKa,"""I Got You Babe""",Sonny & Cher,1965,16,110.583,3,190080,F#/Gb,major,0.136,0.629,0.795,5.44e-06,-6.02,0.6
44zDLad2CZrhWg2lg9nfuy,spotify:track:44zDLad2CZrhWg2lg9nfuy,"""This Diamond Ring""",Gary Lewis & the Playboys,1965,17,133.652,4,132400,A#/Bb,minor,0.253,0.645,0.649,0,-8.345,0.567
3l2pObHGPzGmgRWDlAbUJN,spotify:track:3l2pObHGPzGmgRWDlAbUJN,"""The 'In' Crowd""",Ramsey Lewis Trio,1965,18,143.004,4,351427,G,major,0.49,0.652,0.515,0.14,-19.55,0.645
52FlwUMMDnTK8TGkCag9Jd,spotify:track:52FlwUMMDnTK8TGkCag9Jd,"""Stop! In the Name of Love""",The Supremes,1965,20,114.961,4,172907,C,major,0.531,0.612,0.444,0,-12.752,0.503
1jFhnVoJkcB4lf9tT0rSZS,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,"""Unchained Melody""",The Righteous Brothers,1965,21,98.532,3,216267,C,major,0.563,0.361,0.219,0,-16.553,0.26
4JxKHEtoBlaw6GlJPJYQo8,spotify:track:4JxKHEtoBlaw6GlJPJYQo8,"""Silhouettes""",Herman's Hermits,1965,22,112.704,4,119107,G,major,0.671,0.547,0.623,0,-8.399,0.868
6sm028EoGuUbVnzC6pDaNx,spotify:track:6sm028EoGuUbVnzC6pDaNx,"""I'll Never Find Another You""",The Seekers,1965,23,126.977,4,214547,A#/Bb,major,0.552,0.547,0.786,0,-8.188,0.577
6kOGvRl0ie97TShrk210ON,spotify:track:6kOGvRl0ie97TShrk210ON,"""Cara Mia""",Jay and the Americans,1965,24,129.172,4,153627,C,major,0.481,0.315,0.789,9.71e-06,-6.407,0.431
2HCaIYjkvWSZzaSKUoOh3d,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,"""Mr. Tambourine Man""",The Byrds,1965,25,120.336,4,149467,D,major,0.513,0.456,0.47,3.76e-05,-9.564,0.639
38KTIenSEnoGNGLUrYdFLV,spotify:track:38KTIenSEnoGNGLUrYdFLV,"""Cast Your Fate to the Wind""",Sounds Orchestral,1965,26,128.691,4,195000,G#/Ab,major,0.394,0.559,0.31,0.794,-13.499,0.311
4HjwGX3pJKJTeOSDpT6GCo,spotify:track:4HjwGX3pJKJTeOSDpT6GCo,"""What's New Pussycat?""",Tom Jones,1965,28,183.92,3,128800,D,major,0.752,0.392,0.453,0,-13.297,0.574
1Zi2ezNOqt9y9irC11xYpN,spotify:track:1Zi2ezNOqt9y9irC11xYpN,"""Eve of Destruction""",Barry McGuire,1965,29,117.305,4,215827,D,major,0.387,0.613,0.307,4.52e-06,-17.385,0.789
0i7O5MtSTXvR4BEY7stpjF,spotify:track:0i7O5MtSTXvR4BEY7stpjF,"""Hang On Sloopy""",The McCoys,1965,30,115.255,4,231800,G,major,0.167,0.764,0.516,0,-12.099,0.936
7CZiDzGVjUssMSOXrDNYHL,spotify:track:7CZiDzGVjUssMSOXrDNYHL,"""Ticket to Ride""",The Beatles,1965,31,123.419,4,189680,A,major,0.0457,0.519,0.85,0,-6.777,0.749
4GXXOBUEpCr58TFHIkLrZ0,spotify:track:4GXXOBUEpCr58TFHIkLrZ0,"""Red Roses for a Blue Lady""",Bert Kaempfert,1965,32,117.711,4,139653,G,major,0.86,0.612,0.306,0.705,-12.595,0.376
6v4gV9s0pnwKbmF1yk5knO,spotify:track:6v4gV9s0pnwKbmF1yk5knO,"""Papa's Got a Brand New Bag""",James Brown,1965,33,129.434,4,125707,E,major,0.493,0.746,0.702,0.0398,-8.099,0.889
0jUfBCWrfrZGueD8MjvgMo,spotify:track:0jUfBCWrfrZGueD8MjvgMo,"""Game of Love""",Wayne Fontana & The Mindbenders,1965,34,109.168,4,127093,A,major,0.0865,0.575,0.825,0,-4.251,0.963
1wQjtqCtUqvaV6CjPKIGdc,spotify:track:1wQjtqCtUqvaV6CjPKIGdc,"""The Name Game""",Shirley Ellis,1965,35,81.551,4,164867,F,minor,0.229,0.753,0.822,5.26e-06,-7.441,0.939
4rbYdWpcjXi02Tm3hvmYlh,spotify:track:4rbYdWpcjXi02Tm3hvmYlh,"""I Know a Place""",Petula Clark,1965,36,138.006,4,163373,B,major,0.792,0.45,0.805,2.98e-06,-8.229,0.494
2WjW8DjQru6Ic4KvYDqLys,spotify:track:2WjW8DjQru6Ic4KvYDqLys,"""Back in My Arms Again""",The Supremes,1965,37,121.215,4,174307,C,major,0.0182,0.696,0.521,1.47e-05,-11.168,0.479
7EsyuIBXcGcEWGdkZMAIJi,spotify:track:7EsyuIBXcGcEWGdkZMAIJi,"""The Jolly Green Giant""",The Kingsmen,1965,39,132.391,4,117627,F,major,0.133,0.732,0.714,0,-9.159,0.741
7piKtR55k2SsnV7I01ncNI,spotify:track:7piKtR55k2SsnV7I01ncNI,"""Hush, Hush, Sweet Charlotte""",Patti Page,1965,40,84.315,4,152360,A#/Bb,major,0.782,0.335,0.163,0,-17.254,0.513
3AhXZa8sUQht0UEdBJgpGc,spotify:track:3AhXZa8sUQht0UEdBJgpGc,"""Like a Rolling Stone""",Bob Dylan,1965,41,95.261,4,369600,C,major,0.729,0.483,0.721,0,-6.836,0.562
3NFScsiDPfCzKgQQUL0674,spotify:track:3NFScsiDPfCzKgQQUL0674,"""Ferry Cross the Mersey""",Gerry and the Pacemakers,1965,43,105.289,4,143867,F#/Gb,minor,0.548,0.396,0.286,8.51e-06,-11.494,0.605
3Qg7WE98qRezh4Jq9fCKr8,spotify:track:3Qg7WE98qRezh4Jq9fCKr8,"""Just Once in My Life""",The Righteous Brothers,1965,44,94.675,4,227013,D,major,0.666,0.321,0.403,0.341,-13.115,0.26
3msjvrkCvIzUNJHULcAafN,spotify:track:3msjvrkCvIzUNJHULcAafN,"""A Walk in the Black Forest""",Horst Jankowski,1965,47,106.284,4,169680,D,major,0.611,0.701,0.38,0.728,-11.756,0.783
6o21UfW2RHkzzleZGLfFpK,spotify:track:6o21UfW2RHkzzleZGLfFpK,"""For Your Love""",The Yardbirds,1965,48,94.445,4,150627,D,major,0.24,0.288,0.62,0,-10.103,0.617
6bJuuCtXYiwOcKT9s8uRh8,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,"""California Girls""",The Beach Boys,1965,49,116.599,4,160360,B,major,0.471,0.503,0.62,0,-6.069,0.713
0LXCH2FepNHonEtz61tenS,spotify:track:0LXCH2FepNHonEtz61tenS,"""Go Now""",The Moody Blues,1965,50,119.911,3,191013,F,minor,0.385,0.343,0.522,0,-10.082,0.693
7r0EUONfPUZ8SD1vu4ro27,spotify:track:7r0EUONfPUZ8SD1vu4ro27,"""Goldfinger""",Shirley Bassey,1965,51,103.906,4,168733,E,major,0.265,0.401,0.446,0,-9.646,0.425
2wTdZ6wy0AJp5LcYzWcVt5,spotify:track:2wTdZ6wy0AJp5LcYzWcVt5,"""Down in the Boondocks""",Billy Joe Royal,1965,52,82.949,4,153147,A,major,0.492,0.675,0.588,9.45e-06,-11.031,0.94
6bZKOc50K0nlfNAPleAlkA,spotify:track:6bZKOc50K0nlfNAPleAlkA,"""Baby the Rain Must Fall""",Glenn Yarbrough,1965,53,109.787,4,139040,E,major,0.873,0.56,0.529,0,-10.105,0.498
7d91GO9HafgZuRUA2NjLTj,spotify:track:7d91GO9HafgZuRUA2NjLTj,"""Catch Us If You Can""",The Dave Clark Five,1965,54,146.514,4,114733,G,major,0.149,0.473,0.602,5.4e-05,-9.561,0.897
1Dg4dFJr3HW7sbA7vPejre,spotify:track:1Dg4dFJr3HW7sbA7vPejre,"""Eight Days a Week""",The Beatles,1965,55,138.134,4,163600,A,major,0.412,0.652,0.583,0,-7.811,0.744
4PXJjX7PQGzCh4G5WR4Pli,spotify:track:4PXJjX7PQGzCh4G5WR4Pli,"""Just a Little""",The Beau Brummels,1965,56,128.241,4,145507,A,minor,0.165,0.591,0.611,3.71e-05,-9.179,0.655
1qLkTAzxVkneRbIcIAvgEA,spotify:track:1qLkTAzxVkneRbIcIAvgEA,"""You Turn Me On""",Ian Whitcomb,1965,57,94.015,4,163667,A#/Bb,major,0.254,0.738,0.804,0.00755,-8.55,0.924
06oBmaDk2mQDe6kIE4aXYX,spotify:track:06oBmaDk2mQDe6kIE4aXYX,"""Save Your Heart for Me""",Gary Lewis & the Playboys,1965,59,106.873,4,119187,D,major,0.629,0.622,0.223,0,-12.4,0.617
3sFnC76vUu0dtHUM5Z5bLL,spotify:track:3sFnC76vUu0dtHUM5Z5bLL,"""Tired of Waiting for You""",The Kinks,1965,60,122.097,4,149851,C,major,0.526,0.674,0.731,0,-8.116,0.834
6AxrqcdIE5lSjXxKUyBAU0,spotify:track:6AxrqcdIE5lSjXxKUyBAU0,"""Count Me In""",Gary Lewis & the Playboys,1965,61,80.508,4,142067,F,major,0.298,0.562,0.525,0,-13.038,0.786
78JmElAFmrPNhLjovDR9Jm,spotify:track:78JmElAFmrPNhLjovDR9Jm,"""All Day and All of the Night""",The Kinks,1965,62,136.921,4,141507,G,major,0.262,0.551,0.86,4.57e-06,-7.839,0.723
1fjOO2k5k2vjg6TrvPJ2NS,spotify:track:1fjOO2k5k2vjg6TrvPJ2NS,"""What the World Needs Now Is Love""",Jackie DeShannon,1965,63,105.7,4,186400,C#/Db,major,0.814,0.445,0.407,0,-9.501,0.531
3TlIt0ReIxPsVZcOEivT5U,spotify:track:3TlIt0ReIxPsVZcOEivT5U,"""It's Not Unusual""",Tom Jones,1965,64,92.966,4,119800,C,major,0.598,0.476,0.722,0,-10.017,0.909
40Fs8G1qws6fP8Zz0Tm1u3,spotify:track:40Fs8G1qws6fP8Zz0Tm1u3,"""She's About a Mover""",Sir Douglas Quintet,1965,65,89.641,4,145147,E,major,0.169,0.632,0.805,3.46e-06,-5.063,0.86
5naGmbqRY9AlitnRgbw0uX,spotify:track:5naGmbqRY9AlitnRgbw0uX,"""Shake""",Sam Cooke,1965,66,151.557,4,173613,F,major,0.782,0.543,0.846,0,-7.582,0.782
43LT5KZkhHbSqOjOUeQbh6,spotify:track:43LT5KZkhHbSqOjOUeQbh6,"""Wonderful World""",Herman's Hermits,1965,67,141.877,4,121706,C,major,0.21,0.71,0.722,1.26e-05,-7.659,0.964
1WPqawIF9HCKfSOt7mN6X0,spotify:track:1WPqawIF9HCKfSOt7mN6X0,"""Nowhere to Run""",Martha and the Vandellas,1965,68,129.34,4,181640,D,minor,0.104,0.606,0.815,0.00566,-9.377,0.877
0AiuEo7FCxP2y2WTOpLPe5,spotify:track:0AiuEo7FCxP2y2WTOpLPe5,"""Heart Full of Soul""",The Yardbirds,1965,69,140.832,4,147893,A,minor,0.229,0.494,0.666,5.69e-05,-9.743,0.699
0oNa58FDHzTit6QUpfKk1S,spotify:track:0oNa58FDHzTit6QUpfKk1S,"""Love Potion No. 9""",The Searchers,1965,70,125.495,4,125733,D,major,0.477,0.768,0.871,4.33e-05,-6.287,0.949
1KgyVoQMJcYbX07QC3aIQC,spotify:track:1KgyVoQMJcYbX07QC3aIQC,"""Laurie (Strange Things Happen)""",Dickey Lee,1965,71,119.508,4,186693,F,major,0.623,0.687,0.35,0,-11.484,0.435
5FNRngWeBEpR8BiGLlNm2l,spotify:track:5FNRngWeBEpR8BiGLlNm2l,"""Tell Her No""",The Zombies,1965,74,135.639,4,126600,G#/Ab,minor,0.339,0.757,0.435,0.396,-10.139,0.942
2yi1HjKqErtxTjK2v5TtjW,spotify:track:2yi1HjKqErtxTjK2v5TtjW,"""I Go to Pieces""",Peter and Gordon,1965,75,112.07,4,145267,E,major,0.624,0.579,0.618,1.29e-05,-8.237,0.897
2U8i316GHJMluI42xqbThK,spotify:track:2U8i316GHJMluI42xqbThK,"""Red Roses for a Blue Lady""",Vic Dana,1965,76,110.259,4,170360,B,major,0.78,0.364,0.332,0,-11.507,0.287
6QyQmdvQ1ywNccYa0pwLNQ,spotify:track:6QyQmdvQ1ywNccYa0pwLNQ,"""The Tracks of My Tears""",The Miracles,1965,78,96.982,4,174360,G,major,0.699,0.502,0.333,0,-10.914,0.729
3D6iiz9rsoy2PvTJ0Q8OBH,spotify:track:3D6iiz9rsoy2PvTJ0Q8OBH,"""Too Many Rivers""",Brenda Lee,1965,79,97.917,4,169267,F,major,0.652,0.621,0.293,4.13e-05,-13.313,0.555
06C1afLEMNO4hii8mbX6sq,spotify:track:06C1afLEMNO4hii8mbX6sq,"""I Like It Like That""",The Dave Clark Five,1965,80,140.059,4,97947,A,major,0.2,0.495,0.85,0,-6.884,0.9
4Su0s11An3mZPnMiPxD0fn,spotify:track:4Su0s11An3mZPnMiPxD0fn,"""Little Things""",Bobby Goldsboro,1965,81,129.145,4,148133,D,major,0.223,0.876,0.527,0.00733,-13.875,0.915
2fGe1krTxovW7xsgiaHkrN,spotify:track:2fGe1krTxovW7xsgiaHkrN,"""True Love Ways""",Peter and Gordon,1965,82,113.403,4,159107,A,major,0.374,0.357,0.476,4.65e-06,-9.592,0.468
7d1ustAIlXG7ht5Q4IOv7s,spotify:track:7d1ustAIlXG7ht5Q4IOv7s,"""It's the Same Old Song""",Four Tops,1965,83,125.185,4,166400,D,minor,0.143,0.704,0.678,0,-9.121,0.977
5geF5xzPGHxpmk9BDBHphZ,spotify:track:5geF5xzPGHxpmk9BDBHphZ,"""We Gotta Get out of This Place""",The Animals,1965,86,124.05,4,194600,F,major,0.431,0.534,0.61,2.79e-06,-5.276,0.45
66V3speCvzVe6lUnIezZ0J,spotify:track:66V3speCvzVe6lUnIezZ0J,"""Laugh, Laugh""",The Beau Brummels,1965,87,128.723,4,176733,C#/Db,minor,0.299,0.486,0.683,0,-8.768,0.745
7foiOmd1Je7Z0D3TaZCDro,spotify:track:7foiOmd1Je7Z0D3TaZCDro,"""The Last Time""",The Rolling Stones,1965,88,167.972,4,221493,A,major,0.144,0.327,0.92,0.84,-5.223,0.439
1udKn1oNKYQSQ9OmiIWCMu,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,"""Do You Believe in Magic""",The Lovin' Spoonful,1965,89,138.591,4,125827,C,major,0.218,0.552,0.742,0,-7.963,0.751
3u650FGOhGmw3EjkLCzSJd,spotify:track:3u650FGOhGmw3EjkLCzSJd,"""All I Really Want to Do""",Cher,1965,90,124.245,4,179213,D#/Eb,major,0.161,0.512,0.41,0,-11.805,0.365
6VARqNnflC1wgBnH4jYWjz,spotify:track:6VARqNnflC1wgBnH4jYWjz,"""Take Me Back""",Little Anthony and the Imperials,1965,91,94.115,4,158467,A#/Bb,major,0.765,0.447,0.321,4e-05,-11.353,0.246
7JoPxqrnT3eq02AnflBSiN,spotify:track:7JoPxqrnT3eq02AnflBSiN,"""I Want Candy""",The Strangeloves,1965,92,102.048,4,177507,G#/Ab,minor,0.0273,0.669,0.848,0.0869,-10.072,0.661
3nsJGZ5RV2ZHkbKvD771gU,spotify:track:3nsJGZ5RV2ZHkbKvD771gU,"""Ooo Baby Baby""",The Miracles,1965,93,178.635,3,164160,G,major,0.81,0.185,0.344,0,-9.378,0.424
1TdmzgmdjrKQjJWk4jTGlO,spotify:track:1TdmzgmdjrKQjJWk4jTGlO,"""Laugh at Me""",Sonny,1965,94,108.004,4,179800,G,major,0.145,0.547,0.703,0,-7.606,0.641
2dq2J24oIF67Uvttut4dv7,spotify:track:2dq2J24oIF67Uvttut4dv7,"""Treat Her Right""",Roy Head,1965,95,161.929,4,125893,C,major,0.4,0.599,0.622,0.00273,-7.621,0.961
2VDWYSr081eTN3US0x9mOH,spotify:track:2VDWYSr081eTN3US0x9mOH,"""The Race Is On""",Jack Jones,1965,96,183.027,5,106627,F#/Gb,major,0.357,0.415,0.719,0,-9.856,0.938
6HXiCCertmHIfuVHDdZ8QG,spotify:track:6HXiCCertmHIfuVHDdZ8QG,"""The Boy from New York City""",The Ad Libs,1965,98,148.649,4,185000,B,major,0.752,0.484,0.789,0,-5.942,0.778
2zF8ro2hX0aEYaqXQdEKW1,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,"""How Sweet It Is (To Be Loved by You)""",Marvin Gaye,1965,100,110.202,4,177773,C,major,0.323,0.653,0.49,4.13e-06,-10.106,0.963
4s6LhHAV5SEsOV0lC2tjvJ,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,"""California Dreamin'""",The Mamas & the Papas,1966,1,112.367,4,162373,C#/Db,minor,0.352,0.552,0.608,0,-9.786,0.637
4PEeZ2U4UfP2Jo8EtIOjus,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,"""96 Tears""",? and the Mysterians,1966,2,123.674,4,176867,G,major,0.0624,0.65,0.562,3.21e-05,-5.965,0.882
0wBaPbJ2qsbGqgnGbqBDgP,spotify:track:0wBaPbJ2qsbGqgnGbqBDgP,"""What Becomes of the Brokenhearted""",Jimmy Ruffin,1966,3,97.348,4,178440,D,minor,0.678,0.733,0.443,0,-12.017,0.701
3h4t9qpFktohHeUQc3hZCa,spotify:track:3h4t9qpFktohHeUQc3hZCa,"""Last Train to Clarksville""",The Monkees,1966,4,197.499,4,164093,C,major,0.0305,0.239,0.618,0,-8.464,0.683
2nwCO1PqpvyoFIvq3Vrj8N,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,"""These Boots Are Made for Walkin'""",Nancy Sinatra,1966,6,82.742,4,166008,A,major,0.483,0.74,0.392,1.11e-06,-11.996,0.387
7uGeDI6nJEdUYMsMd7mQyl,spotify:track:7uGeDI6nJEdUYMsMd7mQyl,"""Cherish""",The Association,1966,7,110.197,4,207133,F,major,0.776,0.51,0.544,0,-8.308,0.598
74VR3AkGPhbYXnxcOYa16x,spotify:track:74VR3AkGPhbYXnxcOYa16x,"""Strangers in the Night""",Frank Sinatra,1966,8,90.348,4,157867,F,major,0.592,0.259,0.473,0,-8.275,0.539
71mwyVnF4UkoofVD9bZjqR,spotify:track:71mwyVnF4UkoofVD9bZjqR,"""Kicks""",Paul Revere & the Raiders,1966,9,131.242,4,151027,G#/Ab,major,0.0663,0.54,0.682,3.8e-06,-8.201,0.593
0XnhQGfqfi5CnZXcONJuI5,spotify:track:0XnhQGfqfi5CnZXcONJuI5,"""Good Lovin'""",The Young Rascals,1966,11,196.494,4,150907,D,major,0.00206,0.252,0.507,0.00057,-13.337,0.816
7ES3QjxzmFKMJWt90giLsv,spotify:track:7ES3QjxzmFKMJWt90giLsv,"""(You're My) Soul and Inspiration""",The Righteous Brothers,1966,12,93.701,4,206107,A#/Bb,major,0.77,0.48,0.416,0.000681,-11.692,0.428
4vju55Ag7apDL2CfotuE7Q,spotify:track:4vju55Ag7apDL2CfotuE7Q,"""Sunny""",Bobby Hebb,1966,14,128.385,4,165067,E,minor,0.93,0.714,0.338,0.00644,-10.994,0.667
2caREKLVN9PbVDe9EPzXjc,spotify:track:2caREKLVN9PbVDe9EPzXjc,"""See You In September""",The Happenings,1966,15,128.956,4,147227,E,major,0.864,0.519,0.422,0,-8.732,0.803
2OQhFe5jjTnMWaaDRZxz31,spotify:track:2OQhFe5jjTnMWaaDRZxz31,"""Lightnin' Strikes""",Lou Christie,1966,17,134.293,4,181493,D#/Eb,major,0.611,0.619,0.654,0,-8.46,0.688
60DmpUd1BnemzjASiUewnf,spotify:track:60DmpUd1BnemzjASiUewnf,"""Poor Side of Town""",Johnny Rivers,1966,18,104.165,4,218387,F#/Gb,minor,0.722,0.423,0.467,2.38e-06,-12.194,0.553
5GR1Jj5ahZtoR6WqyM5LP4,spotify:track:5GR1Jj5ahZtoR6WqyM5LP4,"""Working In The Coal Mine""",Lee Dorsey,1966,19,142.764,4,169933,D#/Eb,major,0.691,0.766,0.493,0,-8.571,0.921
2xOEmK42jfYwj0biDzNlW2,spotify:track:2xOEmK42jfYwj0biDzNlW2,"""A Groovy Kind of Love""",The Mindbenders,1966,20,98.789,4,121003,B,minor,0.472,0.444,0.502,1.9e-05,-13.791,0.484
